st,stateabbrv,statename,year,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
40,OK,Oklahoma,2013,78.992188,79.451645,85.158272,85.407722,87.315956,87.50045,86.244064,86.527344,74.814857,75.256516,77.995552,78.383972,84.320595,84.574608,86.991631,87.223724,.7435317,.71993876,.86279172,.82349759,.8519085,.81357968,1.6023682,1.5359666,.60699075,.60165447,.80425537,.79130578,.82313526,.79226881,.98889017,.94161898,139577,138300,128781,102245,128216,135141,128559,95592
40,OK,Oklahoma,2014,81.54351,81.900627,84.076714,84.370461,85.909668,86.157104,87.295456,87.540901,74.68837,75.119576,77.914993,78.302902,85.390221,85.621468,83.671791,84.063751,.75184125,.71901029,.90102607,.86067832,1.1105461,1.0638336,1.6189256,1.5532953,.59179819,.58271021,.83375579,.82188398,.92982751,.89412636,1.4446912,1.3932074,135787,136396,121193,95669,123916,132771,123524,90152
41,OR,Oregon,2001,81.853714,82.077614,82.830986,83.068504,83.580154,83.820358,86.610374,86.781609,77.131012,77.42247,81.011681,81.28775,81.903137,82.207291,85.10096,85.366623,1.0490373,1.0120639,1.3258933,1.2852039,1.3885876,1.3442836,1.4306723,1.3825581,.80202961,.78517103,.96182114,.93606949,1.1497301,1.1214513,1.3315846,1.2837887,120135,134810,139945,118931,117905,136882,134261,112453
41,OR,Oregon,2002,81.469681,81.700134,83.373558,83.587624,83.274185,83.532417,87.567696,87.724037,76.751427,77.046547,81.468071,81.712044,81.615715,81.919769,86.434181,86.664749,.95104235,.91636318,1.1957444,1.1555345,1.4148322,1.3719194,1.5187159,1.464974,.76870799,.75214219,.91523075,.88857746,1.150499,1.1220177,1.236269,1.1888047,125991,139960,142139,120249,123470,140155,136543,113519
41,OR,Oregon,2003,83.038795,83.221931,84.298706,84.480423,85.657944,85.834488,86.618195,86.794838,76.773186,77.058456,81.279839,81.55751,82.367256,82.663155,85.612846,85.874435,.98794991,.94976985,1.1706283,1.13193,1.2348208,1.1945083,1.5229182,1.4705869,.70706034,.69259787,.98447055,.95345068,1.1214752,1.0909154,1.3378315,1.2860801,129703,142804,144351,120044,126850,141624,137680,113504
41,OR,Oregon,2004,83.738319,83.888161,83.324707,83.533699,84.560104,84.775024,88.613411,88.72184,78.205688,78.461243,82.628471,82.849983,83.437561,83.716217,86.64344,86.880585,.85761124,.8239395,1.1226759,1.0822687,1.3729724,1.3272817,1.2172015,1.1766243,.73734772,.71525311,.88430297,.85293239,1.1794629,1.144789,1.2532383,1.1975628,131844,143810,146846,120249,128246,143200,139705,113172
41,OR,Oregon,2005,85.195114,85.313148,85.35611,85.497154,87.058624,87.189026,87.193687,87.373146,76.61058,76.915024,82.460838,82.696831,84.944244,85.159073,84.089424,84.428673,.80947292,.77651405,1.0285186,.99133557,1.1045841,1.0672249,1.7232959,1.6620688,.72381794,.70879406,.91216689,.88065755,.98637152,.94899696,1.437278,1.3903639,133054,144778,147958,120626,128626,143779,140813,112974
41,OR,Oregon,2006,82.947205,83.138672,84.375999,84.569138,87.832512,87.923843,87.978104,88.105888,78.345459,78.606331,83.161652,83.373398,84.791222,85.027679,84.776222,85.106659,.85834587,.82408124,1.1330901,1.090556,.90273982,.8718549,1.3225541,1.2772626,.70409942,.68198931,.84564596,.81526399,1.0171102,.97817141,1.4933665,1.4392154,135513,144863,149809,122684,130818,144579,142247,114768
41,OR,Oregon,2007,83.454384,83.618889,86.17485,86.296585,87.601845,87.711342,87.202637,87.37616,79.126984,79.362518,83.334236,83.533165,85.884308,86.076164,87.116615,87.338737,.8194496,.78161049,.963283,.92495924,1.0323855,.99579757,1.4800823,1.4310958,.69611716,.66946411,.78385812,.75263631,.91334248,.87511152,1.0568856,1.0053099,134886,145370,151529,127668,130433,144951,143828,119494
41,OR,Oregon,2008,83.708046,83.853973,86.984512,87.077728,88.008408,88.115143,90.647072,90.696526,77.425377,77.721786,82.652664,82.89621,83.884804,84.156891,86.463333,86.713295,.79545689,.7596547,.85284823,.82233346,.97365457,.93866146,.89026523,.85651308,.71747142,.69763702,.8744877,.84330606,1.0760477,1.0390158,1.1109716,1.0594202,135754,147252,153305,129052,131188,146464,145251,121248
41,OR,Oregon,2009,81.365616,81.62767,85.818039,85.975601,88.451149,88.524399,90.196106,90.263252,76.695877,76.976746,82.304771,82.532951,84.897949,85.098671,87.578072,87.774994,.916628,.88034493,.98612189,.94691777,.83014131,.79789269,.88746583,.85977495,.66815138,.65113878,.80857778,.77985126,.83613646,.80227977,.98249453,.93453729,137666,149154,156869,133717,133839,148477,148437,125514
41,OR,Oregon,2010,82.330208,82.580292,86.387474,86.488686,87.632988,87.737587,89.805244,89.872787,78.692101,78.930717,82.587677,82.831131,86.01268,86.20089,88.308243,88.473122,.8981477,.85742867,.81946456,.78409135,.94625795,.91048849,.93517655,.90127933,.65950322,.63678533,.83438236,.80327684,.87676632,.84051198,.88033521,.83463591,137404,149712,156494,127568,134094,148505,147198,119531
41,OR,Oregon,2011,83.589165,83.735977,85.686356,85.838249,88.033318,88.122765,90.636124,90.684799,78.304222,78.534187,83.294609,83.513382,85.722221,85.920273,89.89753,89.995155,.80838114,.7686255,.9912945,.9512645,.90893012,.87500465,.854963,.82598239,.65351057,.63069415,.86112761,.82851595,.9495427,.90844852,.71190089,.67446333,136711,147499,154072,125582,134832,145009,144825,117237
41,OR,Oregon,2012,84.261116,84.398827,86.509735,86.629868,88.800026,88.865318,90.409302,90.45681,77.93441,78.187782,82.918991,83.126984,87.01963,87.141365,85.599525,85.904625,.8210634,.78216952,.95379853,.91492921,.85851723,.82798123,.84239709,.81650651,.69804621,.67859256,.84836614,.81675816,.75040519,.71730721,1.3736104,1.3162974,134406,146296,153480,126266,134340,143217,143820,117984
41,OR,Oregon,2013,83.726791,83.830376,85.160416,85.316605,89.511604,89.552048,89.894562,89.958351,76.899025,77.155342,83.054825,83.231812,85.965096,86.138641,87.200478,87.439751,.78026378,.74257559,1.0685382,1.0250561,.7649253,.73835617,1.030661,.99569225,.65452033,.64197797,.86576259,.83032763,.91610467,.87988794,1.24417,1.1856561,134536,143293,151524,126237,137687,140881,141863,117416
41,OR,Oregon,2014,83.865059,83.980545,85.975182,86.084061,87.90731,87.982117,89.478989,89.55159,77.936234,78.138031,83.788628,83.931107,86.714378,86.859688,87.64756,87.846855,.78634119,.74905735,.98857933,.94889802,.95638853,.92585242,1.1113671,1.0747087,.69014746,.66826612,.826455,.79427159,.90167594,.8657214,1.1095444,1.0526084,130309,136029,142642,122486,131933,134992,134477,113073
42,PA,Pennsylvania,2001,81.062973,81.457153,82.957802,83.399887,84.44989,84.849258,86.564148,86.802742,74.740685,75.202591,80.624977,81.054008,81.816605,82.22261,85.022797,85.27919,.53437072,.52096784,.58979261,.57079804,.64916188,.62579507,.73496932,.70542824,.39407507,.39488944,.48503157,.47346225,.55171478,.5408892,.68773824,.66794014,387172,472521,514815,450078,358045,477852,493373,428204
42,PA,Pennsylvania,2002,81.377266,81.747101,83.838509,84.239609,85.325821,85.682098,86.482346,86.721603,75.441818,75.888344,80.031921,80.471252,82.289864,82.680847,84.898613,85.159752,.51191562,.49637511,.58734357,.5649569,.60951328,.58358854,.79430032,.76820558,.39015436,.387214,.4709633,.45814064,.58321488,.56491143,.67603081,.65553033,400340,486128,525172,448320,368617,489096,504450,427412
42,PA,Pennsylvania,2003,81.680405,82.029533,83.776505,84.172455,85.173241,85.53347,86.523582,86.75148,75.036903,75.478958,80.305931,80.733543,82.102554,82.496567,84.605354,84.878738,.5151034,.5040946,.56673855,.54503596,.64683801,.62030631,.78201091,.75274318,.38356709,.38075709,.4686465,.46064284,.56697381,.55348867,.72118205,.70010322,407467,496373,533104,453242,376648,498339,512336,431772
42,PA,Pennsylvania,2004,81.720688,82.063545,84.034813,84.417191,85.248505,85.604736,88.046402,88.212975,75.71106,76.138161,79.622253,80.067772,82.578987,82.957611,84.336617,84.621185,.48741454,.47400627,.55557847,.53766322,.64347947,.62031323,.64476311,.62296581,.38593441,.38086715,.4761554,.46920496,.52037644,.50517875,.71003067,.6880374,409885,501117,541591,465717,379470,502533,520545,443555
42,PA,Pennsylvania,2005,81.947807,82.276001,84.548935,84.902954,86.652084,86.942146,87.221642,87.409317,75.614349,76.033508,80.583809,81.000168,83.551125,83.894737,86.000801,86.225731,.52742243,.51477814,.52961886,.51097339,.58860642,.56313121,.72763109,.70631486,.37803087,.37525558,.45192781,.440115,.54578429,.52959365,.59696698,.57710505,413961,503950,545744,473450,385629,502756,523945,451403
42,PA,Pennsylvania,2006,81.847153,82.170921,84.724327,85.073593,87.161812,87.4263,87.516617,87.693726,75.554466,75.968727,80.737297,81.149734,83.655853,84.003487,86.513779,86.728897,.50823557,.49494022,.58169544,.56003851,.52855617,.50624281,.71519578,.69494122,.37324196,.36806384,.45953518,.44853309,.53901827,.52160835,.61045867,.58941162,416807,506117,549761,477233,390815,502718,528811,454451
42,PA,Pennsylvania,2007,82.472801,82.775002,84.54332,84.895912,86.049957,86.366951,88.995247,89.125336,75.13324,75.548553,80.501152,80.92469,83.982224,84.318314,85.340607,85.603294,.48344851,.46985471,.55737418,.53670144,.62428933,.59627366,.63163227,.61195475,.37205815,.37017712,.48947456,.47684258,.51945955,.50251287,.68298936,.65777797,422068,509834,553524,476064,397916,506814,531394,453092
42,PA,Pennsylvania,2008,82.243484,82.548492,85.449944,85.764999,87.091362,87.362144,88.70507,88.8386,75.905052,76.30513,80.665886,81.082153,83.586769,83.939407,86.00383,86.243279,.4790304,.46812487,.50497055,.4863413,.53999335,.51675266,.61342126,.5934785,.37383983,.36970082,.46501341,.4548932,.53671288,.52042276,.67148656,.64945817,426015,513623,558898,480889,402830,509380,535332,456488
42,PA,Pennsylvania,2009,81.295746,81.628677,85.819901,86.113396,86.634529,86.925468,88.456329,88.592575,74.84877,75.266754,81.253204,81.656815,84.618805,84.934532,86.556366,86.77565,.47469854,.46199876,.4628537,.44484583,.5341751,.51088804,.59209704,.57510328,.34818423,.34746045,.46246976,.44647634,.4743264,.45680499,.55446756,.53468513,426453,518863,569451,495288,404252,513472,546091,469125
42,PA,Pennsylvania,2010,82.315117,82.61895,86.045219,86.334625,87.398537,87.653847,89.033592,89.156395,75.599144,76.003235,81.080864,81.489098,83.638947,83.996391,87.177383,87.377815,.48025694,.46896079,.47189611,.45325279,.5142597,.49106544,.60012835,.58329648,.35953599,.35652524,.42822835,.41682965,.5173611,.49974141,.53336746,.51118034,418335,513501,568232,501498,396355,508080,544603,474370
42,PA,Pennsylvania,2011,82.174911,82.479332,85.316681,85.632309,87.458633,87.713074,88.78183,88.911171,75.635353,76.041199,80.91333,81.327721,83.67131,84.036926,86.483154,86.71357,.48041126,.4675743,.4906168,.47231433,.51379943,.49075457,.61252934,.59285891,.37579283,.36902884,.44693586,.43320179,.55790997,.54070336,.56153065,.53955126,408328,509267,562801,508169,387949,502289,539227,479296
42,PA,Pennsylvania,2012,83.216263,83.486328,85.397552,85.713699,87.970886,88.19603,89.263939,89.37088,75.413185,75.818451,81.542213,81.942024,84.019897,84.367889,86.296013,86.543274,.45989278,.44580814,.51337487,.49172935,.45389506,.4327496,.56245571,.54558563,.36554584,.362183,.45166579,.43869033,.47822085,.45931497,.60001117,.57658082,400685,504145,564022,513083,381009,497317,542234,484261
42,PA,Pennsylvania,2013,82.084366,82.385994,86.638626,86.898605,87.584373,87.831268,89.382133,89.481461,75.327988,75.733803,80.868111,81.29129,84.255188,84.599678,87.676987,87.86792,.5077768,.49191722,.41896126,.40107223,.52636576,.50347131,.52079844,.50386494,.35629192,.35459715,.45109829,.43799749,.49801299,.47779003,.50551713,.48429674,399347,493433,558690,508386,387460,488092,536121,478016
42,PA,Pennsylvania,2014,82.352829,82.642273,86.438606,86.707756,88.120483,88.34127,88.417603,88.55027,75.758865,76.157333,81.014397,81.434608,84.978203,85.299347,87.200134,87.426773,.49004057,.47666565,.47505069,.45663115,.45097634,.43001667,.63674879,.6165452,.35307124,.34840131,.43690896,.42525882,.48269862,.46309787,.57362759,.54830223,384883,468417,536855,508788,380334,467711,511926,468401
44,RI,Rhode Island,2001,81.719238,81.691689,86.005577,86.14547,84.203064,84.540039,87.770981,87.92453,76.907578,76.968636,78.79715,79.119026,88.666351,88.765404,85.206223,85.427567,1.8653853,1.8162414,1.8031542,1.7370613,2.236248,2.1535633,2.3505635,2.2730157,1.4577061,1.428995,1.8351946,1.8087221,1.0681682,1.0272622,2.2960987,2.2328389,32806,37610,41851,40043,30421,36820,40274,38332
44,RI,Rhode Island,2002,80.537727,80.548851,82.207001,82.489899,87.086609,87.294632,88.677177,88.798668,74.727104,74.783012,80.760445,81.019165,82.574181,82.917679,84.484772,84.732613,1.8594177,1.8067161,2.1695526,2.1023562,1.8227713,1.7437116,2.0971401,2.028686,1.3689234,1.3452333,1.7497088,1.7058345,2.0765224,2.0243883,2.348732,2.2865183,33955,38502,42901,41533,31074,37782,41492,39836
44,RI,Rhode Island,2003,80.98983,80.960312,84.642921,84.834259,86.406822,86.631454,80.886269,81.257866,79.576485,79.520813,82.114212,82.324776,85.602203,85.820709,84.669502,84.896301,1.8071697,1.7585038,2.0026743,1.933254,1.7735196,1.6963522,2.7333426,2.7062287,1.2696476,1.2439253,1.5799695,1.5322978,1.6032656,1.5413568,2.0060248,1.9506686,33962,39465,43912,43112,31313,38225,42331,41496
44,RI,Rhode Island,2004,82.591179,82.543724,87.237663,87.32383,81.954567,82.38208,87.372581,87.540024,75.997124,76.041481,77.653313,77.989502,80.754318,81.140953,85.49942,85.726479,1.8329314,1.7852702,1.5651537,1.5079845,2.4144988,2.3544016,2.2364526,2.1600974,1.47207,1.4439658,1.7030318,1.6879334,1.889859,1.8516966,2.2764032,2.210789,34127,39717,44610,44997,31212,38430,43058,43486
44,RI,Rhode Island,2005,82.965584,82.903709,85.384735,85.568581,85.204445,85.519836,84.922546,85.181671,75.631279,75.671097,82.864037,83.072594,83.274582,83.613937,83.584732,83.869591,1.8989905,1.8513056,2.1326582,2.0582621,2.3684511,2.2801054,2.6683414,2.5873466,1.4023296,1.37547,1.4996423,1.4514271,2.0028296,1.9453393,2.2671528,2.2120445,34325,39835,44936,45904,31116,38612,43492,44358
44,RI,Rhode Island,2006,82.171593,82.132637,88.019943,88.080391,85.316757,85.620277,88.457924,88.594757,77.990181,77.959381,83.106468,83.309547,85.56131,85.781151,84.969894,85.21344,1.9893526,1.9368907,1.4047793,1.355636,2.3175952,2.2297134,2.3180561,2.2426445,1.3616154,1.3324076,1.6199515,1.5679564,1.4658675,1.408766,2.0187697,1.9631162,34656,39865,45399,46601,31676,38662,43667,44928
44,RI,Rhode Island,2007,82.839806,82.806389,84.866638,85.046906,86.88681,87.11937,86.754982,86.937721,77.81469,77.788742,79.964012,80.247581,82.623299,82.98632,89.012245,89.115929,2.0580697,2.0023804,1.9260136,1.8543034,1.9299482,1.8464054,2.3351047,2.2629409,1.4614519,1.4276488,1.6743939,1.6342982,2.0667896,2.0148726,1.3709328,1.3205609,34896,40058,45216,45855,32068,38740,43143,43972
44,RI,Rhode Island,2008,83.595139,83.458046,88.360886,88.433823,88.004784,88.175682,86.026306,86.236145,75.47081,75.500168,82.366325,82.552681,84.566605,84.84948,79.167122,79.49823,1.5620288,1.5260354,1.4844321,1.4301726,1.605876,1.5331048,2.6179833,2.5419729,1.2909393,1.2696185,1.4401094,1.3904337,1.7037151,1.6421542,2.2977598,2.3161688,35438,40554,45209,45802,32619,38892,43170,43584
44,RI,Rhode Island,2009,81.839966,81.788818,88.843071,88.893883,86.395912,86.668205,86.680443,86.870651,75.933487,75.92038,82.124565,82.339767,84.246368,84.512825,86.319801,86.515663,1.8441494,1.7891213,1.2527314,1.2052909,2.1408648,2.0558376,2.4519601,2.3710585,1.2921008,1.2631028,1.450911,1.4045238,1.5164175,1.4560089,2.0302076,1.9676406,35948,40815,45838,46376,33010,39009,43486,43721
44,RI,Rhode Island,2010,86.589043,86.406776,86.734085,86.842461,85.383949,85.714577,85.283127,85.515686,76.574226,76.554634,81.121742,81.379189,86.829826,87.02066,88.561302,88.66391,1.3604453,1.3364286,1.6429464,1.5798314,2.5058038,2.4176216,2.6171808,2.5410686,1.380005,1.3500662,1.6299407,1.583384,1.3662922,1.3053921,1.3409481,1.2946146,36057,40160,45718,45732,32907,38611,43102,43081
44,RI,Rhode Island,2011,83.633194,83.534157,84.258339,84.495338,87.434273,87.647545,88.354675,88.482834,78.269791,78.23835,81.063995,81.31675,82.803551,83.166183,89.507774,89.575874,1.8835186,1.839311,2.2956758,2.2194457,1.939993,1.855231,2.3676548,2.2934873,1.5288504,1.491601,1.6178627,1.5727087,2.0522287,1.995857,1.0952749,1.0569292,35498,39686,45454,45548,32323,38138,42303,42949
44,RI,Rhode Island,2012,84.095863,84.016785,84.571831,84.761192,88.947357,89.103333,91.561844,91.587616,75.883629,75.83744,83.211227,83.373306,87.469269,87.641525,83.391396,83.67276,2.1280701,2.0785127,2.0530012,1.9793756,1.7395205,1.6610178,1.2137491,1.1790507,1.284093,1.2560143,1.407748,1.3600914,1.4038227,1.3411492,2.6130445,2.5615351,35316,40525,44818,45637,32072,38530,41789,42867
44,RI,Rhode Island,2013,83.189651,83.042137,84.554237,84.724167,85.911026,86.171989,92.088287,92.102516,78.437805,78.35894,81.449265,81.675331,85.074272,85.323708,87.193192,87.356934,1.9058796,1.8595423,2.1335831,2.0608511,2.0451055,1.9643375,1.1876719,1.1537212,1.4301448,1.3994626,1.6386722,1.5869596,1.6595155,1.5947517,2.0400782,1.9739472,35010,39396,44476,44442,32172,37511,41226,41597
44,RI,Rhode Island,2014,82.991867,82.838509,86.998734,87.095779,89.081146,89.194229,89.510582,89.568848,78.084641,78.021767,82.918945,83.124168,85.362129,85.625977,86.152107,86.35804,2.0420301,1.9919246,1.951545,1.8826684,1.423365,1.3605393,1.7038518,1.6534065,1.4389728,1.4067771,1.7415271,1.6859185,1.8294519,1.7568474,2.4023812,2.3362429,34403,37896,42639,43388,31659,36054,39399,39860
45,SC,South Carolina,2001,81.771225,82.677467,84.261642,84.779449,86.207901,86.578499,87.887177,88.108498,73.911034,75.08242,77.481728,78.146713,81.826355,82.296135,84.270844,84.592392,.78925514,.77291524,.93233609,.90559494,1.1303231,1.0878654,1.2717267,1.226841,.57002026,.5807175,.76606566,.7622515,1.0446814,1.0207074,1.365896,1.3269203,179326,148607,136957,110886,152643,146358,132554,104230
45,SC,South Carolina,2002,81.519112,82.453606,84.007095,84.545357,84.05233,84.50856,89.449471,89.617592,74.144005,75.329712,78.710159,79.364555,81.337379,81.824829,86.165207,86.424728,.73508823,.7253449,.96624535,.93687701,1.2589953,1.2156526,1.0957489,1.056312,.55301106,.56620753,.78775066,.77869302,1.0841038,1.0647627,1.0362972,1.0013118,188423,153235,139738,111465,158169,150351,135698,104362
45,SC,South Carolina,2003,81.634743,82.584915,84.576096,85.096664,87.379723,87.705956,87.01609,87.267044,72.481201,73.645256,80.037033,80.669518,80.140152,80.657967,83.116646,83.479111,.71044433,.6992265,.89143288,.86049831,.95937335,.92005157,1.3072934,1.259609,.49970371,.52010155,.80232787,.78739309,1.0333372,1.0165592,1.31628,1.2838371,194612,155804,141506,113425,163152,152040,136846,106210
45,SC,South Carolina,2004,82.390968,83.331474,84.781868,85.302223,86.794716,87.153931,86.847549,87.115471,74.672127,75.860321,80.490158,81.121544,82.915161,83.37616,86.019699,86.295044,.69074172,.67657721,.91414285,.88374561,1.0026125,.96271217,1.5661449,1.5098215,.55959189,.56754535,.77200007,.75754267,.8917762,.86391163,1.1243333,1.0848405,197834,159142,143832,115841,165190,154127,138951,108455
45,SC,South Carolina,2005,81.918098,82.865257,84.943939,85.476585,85.620461,86.034622,87.80542,88.038429,75.101486,76.294006,81.380066,81.998634,83.497742,83.947021,87.567398,87.787369,.75625139,.7365194,.80676776,.77786314,1.0369607,.99604768,1.3092395,1.2602967,.58098489,.59068251,.78840595,.76912856,.91206282,.88307261,.85181302,.8191601,199777,163334,144616,118139,165263,156864,139630,110846
45,SC,South Carolina,2006,82.287315,83.263832,85.266335,85.792503,86.824738,87.185471,89.632637,89.791161,74.330971,75.554977,79.184944,79.867798,84.076271,84.512985,85.496933,85.808289,.70362473,.68336618,.84810472,.81754065,1.0435935,.99818015,.83477747,.8033542,.52731895,.53963274,.78440428,.77467978,.88948858,.85964656,1.2780458,1.2341386,204368,165832,146636,119657,169021,159261,141416,112034
45,SC,South Carolina,2007,81.96006,82.949623,85.526321,86.042709,86.307747,86.692947,89.611877,89.772362,74.615723,75.843498,80.662941,81.325226,84.035599,84.479523,83.84156,84.212936,.68479729,.67004007,.84390509,.81251979,1.0280721,.98790592,.89138407,.85779679,.52880281,.54346746,.78734064,.76955497,.9151752,.88402838,1.2305984,1.1934606,207683,169679,149677,123222,171677,161951,143835,115273
45,SC,South Carolina,2008,83.296577,84.257996,86.767914,87.244583,88.385582,88.685516,88.11348,88.337952,74.545158,75.808083,79.216148,79.939331,82.904526,83.397682,85.803398,86.115395,.62521976,.60698676,.6671409,.64011967,.74035996,.7076022,1.2100168,1.1650034,.52412319,.53805292,.78901917,.77469885,.98648876,.95560318,1.1502659,1.1094388,211725,172251,151948,126079,174752,163712,145772,117468
45,SC,South Carolina,2009,80.93576,82.036919,85.2164,85.768036,87.425667,87.779861,88.337959,88.564095,73.826241,75.132271,80.91008,81.618507,82.501076,83.025078,86.667908,86.954887,.62108773,.60579419,.86421722,.82772791,.92386281,.88333154,1.3013146,1.2517942,.47207969,.49232817,.70645809,.68516725,.88238847,.85360193,1.037062,.99344206,219600,178854,156557,127125,182800,168493,149757,117933
45,SC,South Carolina,2010,81.414101,82.499878,85.607979,86.170166,88.440575,88.752098,88.60392,88.82177,75.027061,76.360397,81.170601,81.880997,83.720825,84.214035,86.351891,86.661499,.66114855,.64459103,.73926324,.70304418,.74987423,.71399307,1.2379597,1.1888291,.51152855,.52107102,.73260409,.7104038,.8647604,.83368629,1.1278938,1.0826402,218932,179240,155552,125019,182260,167736,148501,115632
45,SC,South Carolina,2011,83.359436,84.369102,87.151154,87.64402,87.250443,87.628746,89.228264,89.424393,75.671135,77.002655,80.290024,81.045692,84.788734,85.246132,86.528419,86.832748,.60376394,.5803104,.60447586,.57240421,.96517724,.92283303,1.1548895,1.1076175,.52581662,.52897191,.7576412,.74113989,.85056126,.81269616,1.0712019,1.0256703,218140,178562,155028,123972,182295,165613,147681,114613
45,SC,South Carolina,2012,81.743622,82.863663,84.929085,85.548538,86.224564,86.658699,89.305405,89.497025,74.639221,75.97509,81.222351,81.962013,84.372566,84.854012,83.134758,83.576035,.67599076,.65671968,.83672082,.79727536,1.0258988,.97778553,.96776706,.92747003,.50697356,.51756716,.70039701,.67968488,.84084654,.80681431,1.4291937,1.3919567,216662,179912,155644,124961,180929,166774,148587,115375
45,SC,South Carolina,2013,83.685089,84.712128,86.249702,86.801414,86.570465,86.990875,89.434906,89.621902,75.559708,76.893761,81.363632,82.102547,85.668053,86.093079,86.614952,86.916061,.60202563,.57668036,.70923352,.67265129,1.0362941,.98834848,1.0546149,1.0088372,.5231185,.52934438,.74332875,.72024816,.79247671,.75658858,1.0016693,.95614892,215274,181581,155961,123591,182866,168529,148347,114221
45,SC,South Carolina,2014,82.04599,83.171471,86.17054,86.728806,86.608841,87.026413,89.364777,89.550774,75.395866,76.723206,81.165367,81.903412,84.814362,85.275665,88.531013,88.743332,.68074614,.65205169,.7050631,.66814095,.9295705,.8834545,.92224008,.88257498,.52141339,.52884257,.81254578,.7886973,.92718142,.88636446,.8088516,.76899588,205818,178435,149795,119977,176572,163269,142525,109292
46,SD,South Dakota,2001,77.861603,78.329544,83.950539,84.370461,89.486351,89.683174,91.224144,91.304756,78.009064,78.360199,78.796829,79.247643,82.866379,83.254181,87.253349,87.47374,2.1555009,2.127444,2.7964802,2.7000544,2.1903348,2.0831912,2.2307246,2.1343544,1.5984511,1.557157,1.9294924,1.8963159,2.4026427,2.3317521,2.7051277,2.5988939,25074,30652,30148,17477,25937,32642,28382,16442
46,SD,South Dakota,2002,82.642204,82.942009,82.39978,82.849716,90.457306,90.576736,87.888245,88.121246,75.618729,76.028847,85.037888,85.292976,85.781372,86.073746,85.112923,85.425606,1.9760857,1.9044468,2.4678481,2.3858058,1.473279,1.3944027,3.0806692,2.9565265,1.546613,1.5423783,1.6240566,1.5605582,2.2639763,2.1771369,3.2084453,3.1120696,25819,31416,31299,17664,26568,33455,29576,16480
46,SD,South Dakota,2003,85.595665,85.767403,85.69577,86.003334,83.635826,84.092674,87.949226,88.198166,75.79631,76.176979,84.488647,84.75959,84.100639,84.439255,85.00399,85.300598,1.584572,1.5160599,2.1083474,2.0106061,2.7814038,2.6901371,3.3397086,3.2123671,1.5113512,1.4857183,1.6157112,1.5520312,2.2010162,2.1266804,2.8079646,2.7138665,26173,31979,32125,17816,26818,34132,30370,16722
46,SD,South Dakota,2004,83.660034,83.917961,84.904816,85.272667,82.610046,83.140831,88.466255,88.679382,79.156303,79.46373,84.857216,85.144341,84.874168,85.19722,85.731873,86.018379,1.9211189,1.8427656,2.3695595,2.2658353,3.2955158,3.2426,3.0614033,2.9440193,1.5360737,1.4877998,1.8100237,1.7348919,2.32532,2.2430158,2.9154103,2.8156514,26772,32333,32390,18164,27234,34343,30874,16954
46,SD,South Dakota,2005,80.722954,81.116692,80.989082,81.522766,84.873138,85.32486,87.370781,87.642181,75.763588,76.150955,81.201103,81.600815,85.178246,85.459328,84.151138,84.508957,2.1281092,2.0563869,2.4740179,2.4264617,3.2313187,3.1336572,3.656949,3.5296955,1.4631628,1.4441355,1.7068235,1.6511779,1.8659776,1.7935873,3.3972125,3.3184659,26529,33005,33583,18952,26986,35005,31953,17666
46,SD,South Dakota,2006,81.699554,82.018295,84.905518,85.279442,89.064568,89.240364,78.43856,78.828842,77.862328,78.212593,82.935158,83.297379,83.441971,83.816002,84.477913,84.821709,1.9152817,1.8460964,2.24877,2.1481652,1.6166499,1.5273052,3.9138858,3.9441531,1.5883,1.550788,1.7968956,1.731535,2.2600622,2.1867588,3.2519197,3.1707668,26654,33196,34242,19566,27248,34924,32682,18373
46,SD,South Dakota,2007,80.934959,81.29409,81.798485,82.310463,87.40255,87.715401,89.966339,90.114761,78.20697,78.54837,83.00782,83.379677,84.083153,84.450218,83.590034,83.965309,2.0066664,1.9432153,2.5571182,2.4919384,2.5808616,2.4617968,2.8466897,2.7292817,1.541012,1.5044539,1.8724785,1.8060843,2.4039848,2.3296916,3.3431079,3.2716844,26525,33205,35231,20144,27403,34909,33631,18969
